iteration;car;ebike;escoot
0;1.0;0.0;0.0
1;0.85;0.08166666666666667;0.06833333333333333
2;0.7391666666666666;0.14333333333333334;0.1175
3;0.6525;0.18666666666666668;0.16083333333333333
4;0.5941666666666666;0.20833333333333334;0.1975
5;0.5366666666666666;0.23916666666666667;0.22416666666666665
6;0.5041666666666667;0.25666666666666665;0.23916666666666667
7;0.49166666666666664;0.2658333333333333;0.2425
8;0.4683333333333333;0.27416666666666667;0.2575
9;0.44416666666666665;0.29;0.2658333333333333
10;0.42833333333333334;0.3025;0.26916666666666667
11;0.405;0.31;0.285
12;0.4058333333333333;0.2975;0.2966666666666667
13;0.39166666666666666;0.30916666666666665;0.2991666666666667
14;0.37833333333333335;0.3325;0.2891666666666667
15;0.39166666666666666;0.32;0.28833333333333333
16;0.38916666666666666;0.32666666666666666;0.2841666666666667
17;0.385;0.34;0.275
18;0.38333333333333336;0.34833333333333333;0.2683333333333333
19;0.39666666666666667;0.3566666666666667;0.24666666666666667
20;0.4091666666666667;0.35333333333333333;0.2375
21;0.42083333333333334;0.3466666666666667;0.2325
22;0.43166666666666664;0.345;0.22333333333333333
23;0.43;0.33666666666666667;0.23333333333333334
24;0.4483333333333333;0.3491666666666667;0.2025
25;0.44;0.3458333333333333;0.21416666666666667
26;0.45666666666666667;0.3408333333333333;0.2025
27;0.455;0.36083333333333334;0.18416666666666667
28;0.4675;0.35333333333333333;0.17916666666666667
29;0.4775;0.3566666666666667;0.16583333333333333
30;0.4533333333333333;0.3725;0.17416666666666666
31;0.48833333333333334;0.35083333333333333;0.16083333333333333
32;0.5125;0.3416666666666667;0.14583333333333334
33;0.5258333333333334;0.3441666666666667;0.13
34;0.5;0.35083333333333333;0.14916666666666667
35;0.515;0.3466666666666667;0.13833333333333334
36;0.5275;0.35;0.1225
37;0.5358333333333334;0.3458333333333333;0.11833333333333333
38;0.5383333333333333;0.32916666666666666;0.1325
39;0.5525;0.32166666666666666;0.12583333333333332
40;0.5358333333333334;0.32916666666666666;0.135
41;0.5641666666666667;0.31833333333333336;0.1175
42;0.57;0.315;0.115
43;0.5975;0.3016666666666667;0.10083333333333333
44;0.5925;0.2916666666666667;0.11583333333333333
45;0.6141666666666666;0.285;0.10083333333333333
46;0.6108333333333333;0.295;0.09416666666666666
47;0.6208333333333333;0.275;0.10416666666666667
48;0.6291666666666667;0.2708333333333333;0.1
49;0.6383333333333333;0.27166666666666667;0.09
50;0.6466666666666666;0.25916666666666666;0.09416666666666666
51;0.65;0.255;0.095
52;0.665;0.25916666666666666;0.07583333333333334
53;0.65;0.26666666666666666;0.08333333333333333
54;0.6708333333333333;0.2425;0.08666666666666667
55;0.6833333333333333;0.22583333333333333;0.09083333333333334
56;0.6966666666666667;0.2225;0.08083333333333333
57;0.6916666666666667;0.22583333333333333;0.0825
58;0.7066666666666667;0.22083333333333333;0.0725
59;0.7041666666666667;0.20916666666666667;0.08666666666666667
60;0.7158333333333333;0.1975;0.08666666666666667
61;0.7308333333333333;0.19916666666666666;0.07
62;0.7266666666666667;0.19333333333333333;0.08
63;0.745;0.17666666666666667;0.07833333333333334
64;0.7225;0.1825;0.095
65;0.7466666666666667;0.18416666666666667;0.06916666666666667
66;0.7191666666666666;0.1875;0.09333333333333334
67;0.7641666666666667;0.16666666666666666;0.06916666666666667
68;0.7525;0.1625;0.085
69;0.7716666666666666;0.15666666666666668;0.07166666666666667
70;0.7708333333333334;0.16166666666666665;0.0675
71;0.7725;0.16;0.0675
72;0.7766666666666666;0.155;0.06833333333333333
73;0.7875;0.1475;0.065
74;0.7725;0.14916666666666667;0.07833333333333334
75;0.7658333333333334;0.15083333333333335;0.08333333333333333
76;0.7816666666666666;0.14833333333333334;0.07
77;0.7975;0.13916666666666666;0.06333333333333334
78;0.7883333333333333;0.13333333333333333;0.07833333333333334
79;0.8075;0.125;0.0675
80;0.7916666666666666;0.13;0.07833333333333334
81;0.795;0.1175;0.0875
82;0.805;0.12583333333333332;0.06916666666666667
83;0.7933333333333333;0.13416666666666666;0.0725
84;0.7908333333333334;0.13416666666666666;0.075
85;0.805;0.10833333333333334;0.08666666666666667
86;0.795;0.12333333333333334;0.08166666666666667
87;0.8075;0.11333333333333333;0.07916666666666666
88;0.8233333333333334;0.105;0.07166666666666667
89;0.8116666666666666;0.1175;0.07083333333333333
90;0.8125;0.11166666666666666;0.07583333333333334
91;0.8083333333333333;0.10166666666666667;0.09
92;0.8133333333333334;0.09916666666666667;0.0875
93;0.8291666666666667;0.1125;0.058333333333333334
94;0.8166666666666667;0.09083333333333334;0.0925
95;0.8275;0.09416666666666666;0.07833333333333334
96;0.83;0.1025;0.0675
97;0.8408333333333333;0.10333333333333333;0.05583333333333333
98;0.8208333333333333;0.10333333333333333;0.07583333333333334
99;0.8183333333333334;0.1;0.08166666666666667
100;0.8275;0.0975;0.075
101;0.8241666666666667;0.11;0.06583333333333333
102;0.8166666666666667;0.10083333333333333;0.0825
103;0.8183333333333334;0.1075;0.07416666666666667
104;0.8325;0.0925;0.075
105;0.835;0.09;0.075
106;0.8375;0.0925;0.07
107;0.8158333333333333;0.10083333333333333;0.08333333333333333
108;0.8441666666666666;0.08333333333333333;0.0725
109;0.8358333333333333;0.09333333333333334;0.07083333333333333
110;0.8358333333333333;0.08333333333333333;0.08083333333333333
111;0.8366666666666667;0.07833333333333334;0.085
112;0.8333333333333334;0.1025;0.06416666666666666
113;0.8508333333333333;0.08833333333333333;0.060833333333333336
114;0.8266666666666667;0.09833333333333333;0.075
115;0.8466666666666667;0.095;0.058333333333333334
116;0.8183333333333334;0.0975;0.08416666666666667
117;0.8366666666666667;0.09916666666666667;0.06416666666666666
118;0.8266666666666667;0.085;0.08833333333333333
119;0.83;0.08416666666666667;0.08583333333333333
120;0.8433333333333334;0.07583333333333334;0.08083333333333333
121;0.8325;0.08416666666666667;0.08333333333333333
122;0.83;0.0975;0.0725
123;0.8425;0.07833333333333334;0.07916666666666666
124;0.8583333333333333;0.075;0.06666666666666667
125;0.84;0.0925;0.0675
126;0.8466666666666667;0.07833333333333334;0.075
127;0.84;0.08583333333333333;0.07416666666666667
128;0.845;0.09;0.065
129;0.8358333333333333;0.09666666666666666;0.0675
130;0.8458333333333333;0.0825;0.07166666666666667
131;0.8508333333333333;0.0775;0.07166666666666667
132;0.8358333333333333;0.07666666666666666;0.0875
133;0.8383333333333334;0.09083333333333334;0.07083333333333333
134;0.8541666666666666;0.07916666666666666;0.06666666666666667
135;0.8683333333333333;0.06833333333333333;0.06333333333333334
136;0.8533333333333334;0.07666666666666666;0.07
137;0.8533333333333334;0.07666666666666666;0.07
138;0.8383333333333334;0.08666666666666667;0.075
139;0.8558333333333333;0.08;0.06416666666666666
140;0.8416666666666667;0.07916666666666666;0.07916666666666666
141;0.8416666666666667;0.07333333333333333;0.085
142;0.8433333333333334;0.0825;0.07416666666666667
143;0.8575;0.06666666666666667;0.07583333333333334
144;0.8491666666666666;0.07;0.08083333333333333
145;0.8408333333333333;0.08333333333333333;0.07583333333333334
146;0.8591666666666666;0.07;0.07083333333333333
147;0.85;0.07;0.08
148;0.8508333333333333;0.07166666666666667;0.0775
149;0.8641666666666666;0.06416666666666666;0.07166666666666667
150;0.8541666666666666;0.07;0.07583333333333334
151;0.8533333333333334;0.06416666666666666;0.0825
152;0.8591666666666666;0.07666666666666666;0.06416666666666666
153;0.8375;0.07916666666666666;0.08333333333333333
154;0.8391666666666666;0.08833333333333333;0.0725
155;0.8383333333333334;0.08416666666666667;0.0775
156;0.8433333333333334;0.0825;0.07416666666666667
157;0.8491666666666666;0.07083333333333333;0.08
158;0.8475;0.07666666666666666;0.07583333333333334
159;0.845;0.0775;0.0775
160;0.8725;0.06583333333333333;0.06166666666666667
161;0.8408333333333333;0.08083333333333333;0.07833333333333334
162;0.8483333333333334;0.07;0.08166666666666667
163;0.845;0.07916666666666666;0.07583333333333334
164;0.8366666666666667;0.07333333333333333;0.09
165;0.86;0.07083333333333333;0.06916666666666667
166;0.8391666666666666;0.08583333333333333;0.075
167;0.8583333333333333;0.06333333333333334;0.07833333333333334
168;0.8575;0.07583333333333334;0.06666666666666667
169;0.8525;0.0675;0.08
170;0.8516666666666667;0.0725;0.07583333333333334
171;0.8533333333333334;0.0775;0.06916666666666667
172;0.835;0.07833333333333334;0.08666666666666667
173;0.86;0.0725;0.0675
174;0.8683333333333333;0.07083333333333333;0.060833333333333336
175;0.8525;0.06333333333333334;0.08416666666666667
176;0.8491666666666666;0.07083333333333333;0.08
177;0.8491666666666666;0.07666666666666666;0.07416666666666667
178;0.8375;0.07833333333333334;0.08416666666666667
179;0.8508333333333333;0.06916666666666667;0.08
180;0.8625;0.065;0.0725
181;0.8583333333333333;0.06666666666666667;0.075
182;0.8641666666666666;0.06416666666666666;0.07166666666666667
183;0.8625;0.07916666666666666;0.058333333333333334
184;0.845;0.08333333333333333;0.07166666666666667
185;0.8466666666666667;0.0775;0.07583333333333334
186;0.8541666666666666;0.07416666666666667;0.07166666666666667
187;0.8791666666666667;0.058333333333333334;0.0625
188;0.8483333333333334;0.07083333333333333;0.08083333333333333
189;0.845;0.07916666666666666;0.07583333333333334
190;0.8566666666666667;0.07333333333333333;0.07
191;0.8666666666666667;0.06;0.07333333333333333
192;0.8391666666666666;0.06416666666666666;0.09666666666666666
193;0.8483333333333334;0.07416666666666667;0.0775
194;0.8316666666666667;0.085;0.08333333333333333
195;0.8541666666666666;0.065;0.08083333333333333
196;0.8366666666666667;0.07916666666666666;0.08416666666666667
197;0.8416666666666667;0.0725;0.08583333333333333
198;0.8458333333333333;0.07833333333333334;0.07583333333333334
199;0.85;0.065;0.085
200;0.8775;0.06416666666666666;0.058333333333333334
201;0.8633333333333333;0.07416666666666667;0.0625
202;0.8516666666666667;0.0725;0.07583333333333334
203;0.855;0.06833333333333333;0.07666666666666666
204;0.8575;0.0675;0.075
205;0.845;0.0825;0.0725
206;0.8608333333333333;0.07166666666666667;0.0675
207;0.8525;0.07666666666666666;0.07083333333333333
208;0.85;0.07333333333333333;0.07666666666666666
209;0.8575;0.07333333333333333;0.06916666666666667
210;0.8666666666666667;0.06;0.07333333333333333
211;0.8566666666666667;0.0775;0.06583333333333333
212;0.8616666666666667;0.07416666666666667;0.06416666666666666
213;0.8466666666666667;0.07;0.08333333333333333
214;0.845;0.07416666666666667;0.08083333333333333
215;0.8408333333333333;0.06416666666666666;0.095
216;0.8616666666666667;0.06833333333333333;0.07
217;0.8508333333333333;0.0725;0.07666666666666666
218;0.8516666666666667;0.075;0.07333333333333333
219;0.8508333333333333;0.0725;0.07666666666666666
220;0.8466666666666667;0.07583333333333334;0.0775
221;0.8616666666666667;0.07583333333333334;0.0625
222;0.8583333333333333;0.07166666666666667;0.07
223;0.8433333333333334;0.07583333333333334;0.08083333333333333
224;0.8475;0.07083333333333333;0.08166666666666667
225;0.8558333333333333;0.0825;0.06166666666666667
226;0.8508333333333333;0.07916666666666666;0.07
227;0.8358333333333333;0.08416666666666667;0.08
228;0.8391666666666666;0.08583333333333333;0.075
229;0.8591666666666666;0.065;0.07583333333333334
230;0.86;0.08;0.06
231;0.8525;0.07166666666666667;0.07583333333333334
232;0.8666666666666667;0.06;0.07333333333333333
233;0.8466666666666667;0.07083333333333333;0.0825
234;0.85;0.07;0.08
235;0.845;0.0725;0.0825
236;0.8441666666666666;0.07083333333333333;0.085
237;0.8366666666666667;0.08083333333333333;0.0825
238;0.8675;0.0725;0.06
239;0.8633333333333333;0.075;0.06166666666666667
240;0.8658333333333333;0.06;0.07416666666666667
241;0.8291666666666667;0.0875;0.08333333333333333
242;0.8533333333333334;0.0725;0.07416666666666667
243;0.8466666666666667;0.08083333333333333;0.0725
244;0.8466666666666667;0.07666666666666666;0.07666666666666666
245;0.8558333333333333;0.08166666666666667;0.0625
246;0.8316666666666667;0.085;0.08333333333333333
247;0.8333333333333334;0.0875;0.07916666666666666
248;0.865;0.07583333333333334;0.059166666666666666
249;0.8425;0.09916666666666667;0.058333333333333334
250;0.8466666666666667;0.08;0.07333333333333333
251;0.8316666666666667;0.08583333333333333;0.0825
252;0.8516666666666667;0.0675;0.08083333333333333
253;0.8366666666666667;0.0875;0.07583333333333334
254;0.855;0.06;0.085
255;0.8433333333333334;0.0825;0.07416666666666667
256;0.8541666666666666;0.07083333333333333;0.075
257;0.8358333333333333;0.0875;0.07666666666666666
258;0.8483333333333334;0.07583333333333334;0.07583333333333334
259;0.85;0.07166666666666667;0.07833333333333334
260;0.8466666666666667;0.07083333333333333;0.0825
261;0.8416666666666667;0.08333333333333333;0.075
262;0.86;0.07416666666666667;0.06583333333333333
263;0.8591666666666666;0.085;0.05583333333333333
264;0.8591666666666666;0.06833333333333333;0.0725
265;0.8433333333333334;0.07166666666666667;0.085
266;0.8541666666666666;0.065;0.08083333333333333
267;0.8658333333333333;0.07583333333333334;0.058333333333333334
268;0.8625;0.06666666666666667;0.07083333333333333
269;0.8408333333333333;0.07916666666666666;0.08
270;0.8416666666666667;0.07916666666666666;0.07916666666666666
271;0.8558333333333333;0.0725;0.07166666666666667
272;0.8525;0.0675;0.08
273;0.85;0.08583333333333333;0.06416666666666666
274;0.8608333333333333;0.075;0.06416666666666666
275;0.8533333333333334;0.07;0.07666666666666666
276;0.8491666666666666;0.07166666666666667;0.07916666666666666
277;0.8525;0.07;0.0775
278;0.8708333333333333;0.0675;0.06166666666666667
279;0.855;0.0725;0.0725
280;0.8541666666666666;0.06333333333333334;0.0825
281;0.8566666666666667;0.07416666666666667;0.06916666666666667
282;0.8525;0.06916666666666667;0.07833333333333334
283;0.8458333333333333;0.07416666666666667;0.08
284;0.8391666666666666;0.07333333333333333;0.0875
285;0.8525;0.075;0.0725
286;0.8375;0.08;0.0825
287;0.845;0.08;0.075
288;0.8516666666666667;0.07916666666666666;0.06916666666666667
289;0.8325;0.0675;0.1
290;0.85;0.08;0.07
291;0.865;0.065;0.07
292;0.8558333333333333;0.0725;0.07166666666666667
293;0.8483333333333334;0.07583333333333334;0.07583333333333334
294;0.8375;0.07666666666666666;0.08583333333333333
295;0.8425;0.08416666666666667;0.07333333333333333
296;0.8433333333333334;0.0775;0.07916666666666666
297;0.8541666666666666;0.07166666666666667;0.07416666666666667
298;0.8491666666666666;0.07083333333333333;0.08
299;0.8625;0.0775;0.06
300;0.855;0.06916666666666667;0.07583333333333334
301;0.8641666666666666;0.06916666666666667;0.06666666666666667
302;0.8591666666666666;0.07583333333333334;0.065
303;0.8641666666666666;0.065;0.07083333333333333
304;0.8608333333333333;0.059166666666666666;0.08
305;0.8458333333333333;0.0775;0.07666666666666666
306;0.8491666666666666;0.075;0.07583333333333334
307;0.845;0.06833333333333333;0.08666666666666667
308;0.8558333333333333;0.06666666666666667;0.0775
309;0.8416666666666667;0.085;0.07333333333333333
310;0.845;0.0725;0.0825
311;0.8625;0.06916666666666667;0.06833333333333333
312;0.85;0.06;0.09
313;0.8625;0.07666666666666666;0.060833333333333336
314;0.8475;0.07833333333333334;0.07416666666666667
315;0.85;0.0775;0.0725
316;0.8525;0.0725;0.075
317;0.8691666666666666;0.06416666666666666;0.06666666666666667
318;0.8691666666666666;0.07416666666666667;0.056666666666666664
319;0.8383333333333334;0.08333333333333333;0.07833333333333334
320;0.8575;0.07083333333333333;0.07166666666666667
321;0.8575;0.07583333333333334;0.06666666666666667
322;0.8491666666666666;0.07083333333333333;0.08
323;0.8341666666666666;0.0775;0.08833333333333333
324;0.8533333333333334;0.0675;0.07916666666666666
325;0.8375;0.07583333333333334;0.08666666666666667
326;0.8375;0.07666666666666666;0.08583333333333333
327;0.8566666666666667;0.075;0.06833333333333333
328;0.85;0.0675;0.0825
329;0.8541666666666666;0.075;0.07083333333333333
330;0.8516666666666667;0.07083333333333333;0.0775
331;0.8283333333333334;0.08583333333333333;0.08583333333333333
332;0.8583333333333333;0.06833333333333333;0.07333333333333333
333;0.85;0.058333333333333334;0.09166666666666666
334;0.8216666666666667;0.09;0.08833333333333333
335;0.8425;0.08166666666666667;0.07583333333333334
336;0.8533333333333334;0.07333333333333333;0.07333333333333333
337;0.845;0.07833333333333334;0.07666666666666666
338;0.8416666666666667;0.07916666666666666;0.07916666666666666
339;0.8525;0.07083333333333333;0.07666666666666666
340;0.8358333333333333;0.07916666666666666;0.085
341;0.8366666666666667;0.08666666666666667;0.07666666666666666
342;0.8333333333333334;0.09166666666666666;0.075
343;0.8508333333333333;0.07916666666666666;0.07
344;0.8416666666666667;0.07916666666666666;0.07916666666666666
345;0.8591666666666666;0.07;0.07083333333333333
346;0.8608333333333333;0.0675;0.07166666666666667
347;0.8575;0.0675;0.075
348;0.8466666666666667;0.07916666666666666;0.07416666666666667
349;0.85;0.075;0.075
350;0.865;0.0725;0.0625
351;0.8483333333333334;0.07583333333333334;0.07583333333333334
352;0.8408333333333333;0.08;0.07916666666666666
353;0.855;0.07833333333333334;0.06666666666666667
354;0.8625;0.065;0.0725
355;0.8525;0.075;0.0725
356;0.8733333333333333;0.056666666666666664;0.07
